sentence	label
I like mostly sci-fi and fantasy type movies, are you interested in those?	positive
যদিও কখনও কখনও  পরিস্থিতিগুলি আমাদের নিয়ন্ত্রণের বাইরে থাকেit can still be difficult to accept the outcome and move forward.  মে ইতনা জারুরি কাম কেসে ভুল গায়া সামাজ নাহি পারাহিহু . यह मुझे तनावग्रस्त और चिंतित महसूस कर सकता है, और अक्सर छूटे हुए अवसरों या वित्तीय दंड जैसे नकारात्मक परिणामों का कारण बन सकता है। It's incredibly frustrating and disappointing when I miss an important appointment due to অপ্রত্যাশিত পরিস্থিতির   amar nijer upr nijer e rag hocche kno ami vule gelam  amr kaj ta	negative
I'm sure they'll enjoy them	positive
It was hard when Andy left for college.	neutral
"स्वादिष्ट भोजन से बेहतर क्या है? इसे अद्भुत लोगों के साथ साझा करना! शानदार कंपनी के लिए धन्यवाद। ek adbhut bhojan aur usase bhee behatar baatacheet ke lie mujhase judane ke lie dhanyavaad. Good food and great friends are two of life's simplest কিন্তু সবচেয়ে আনন্দদায়ক আনন্দ। থ্যাঙ্ক ইউ ফর বিং ইউর টু নাইট এন্ড মেকিং ইট আনফেটেবল।
 আপনি যখন খাবার এবং বন্ধুদের নিখুঁত সমন্বয় খুঁজে পান,it's an experience to remember forever."	positive
Well, thanks for your time!	neutral
"মেরি বিল্লী কো খকে মে সব কুছ খো দিয়া হে
 
আজ, আমি আমার faithful সহচর হারানোর জন্য শোকাহত। <পেটের নাম> একটি পোষা প্রাণীর চেয়ে বেশি ছিল; তারা ছিল আমাদের পরিবারের লালিত member। Losing chengiz has left a void in my life that can never be filled.তারা সবসময় আমার হৃদয়ে একটি বিশেষ স্থান ধরে রাখবে। <pet's name> को खोने से मेरे दिल में एक छेद हो गया है जिसे भरा नहीं जा सकता। मैं हमारी यादों को हमेशा के लिए एक साथ संजो कर रखूंगा। amar  priyo  <pet's name> hariye amar hridoy betha korse . tara amar jibone onek anando niye achese abong govhirvhabe miss kora hbe."	negative
Hi can you help me find a good new comedy?	positive
How are you?  What kind of genre are you looking for?	neutral
💖  ভালবাসা এবং আনন্দ ছড়িয়ে দেওয়া: A Special Surprise! 💖 আজ, কিসে প্রিয়জন ক এক বিশেষ উপহার অর দয়ালুতা কে কারি কে সাথে আশ্চর্যচকিত কারণে কা অবিশ্বাসনীয় আনন্দ হয়. 💖 इस तरह के पल मुझे प्यार की अविश्वसनीय शक्ति और किसी को विशेष महसूस कराने से मिलने वाली खुशी की याद दिलाते हैं।  It's not just about the material gift itself but the thoughtfulness, care, and প্রচেষ্টা যা বিস্ময়কর পরিকল্পনা এবং কার্যকর করার জন্য যায়। Āmarā biśbakē ēkaṭi ujjbala ēbaṁ āra'ō ānandēra jāẏagā karē tulatē pāri, ēkabārē ēkaṭi camaka. 💖✨#SpreadLove#SurpriseAnd Delight#MomentsOfHappiness	positive
"গতকাল আমার জন্য একটা 
adventurous  দিন ছিল! আমি আমার কিছু ঘনিষ্ঠ বন্ধুদের সাথে spontaneous adventure গিয়েছিলাম এবং it was an absolute blast . উই ডিসাইডেড টু টেক এ রোড 
ট্রিপ টু এ নিয়ার বাই টাউন  নট রিয়েলি হ্যাভিং এনি  সেট প্লানস অর ডেস্টিনেশন ইন মাইন্ড বাট ইটস ট্রান  আউট টু বি এন্ড ইনক্রেডিবল ডে । हमने नए स्थानों की खोज की, नए खाद्य पदार्थों की कोशिश की और कुछ सहज लंबी पैदल यात्रा भी की। The best part was বন্ধুরদের সাথে 
quality   সময় spend করা,  unforgettable memories তৈরি করা  and laughing until our bellies ached. yah aise shan hain jo vaastav mein mujhe jeevan kee sundarata aur mahatv kee yaad dilaate hain."	positive
Oh, don't waste your time on that second one. They said romantic comedy and her husband dies in the beginning and the whole thing is sad!!	negative
বাহ, আমি এটা বিশ্বাস করতে পারছি না যে today I received an unexpected financial windfall যা অবশ্যই আমার জীবন পরিবর্তন করবে দিস লটারি উইন ইজ এন ইনক্রেডিবল ব্লেসিং দ্যাট আই নেভার এক্সপেক্টেড। इस नई वित्तीय स्वतंत्रता के साथ, मैं अंततः कर्ज चुका सकता हूं, अपने भविष्य में निवेश कर cf सकता हूं, और अपने लंबे समय से tq अटके लक्ष्यों को प्राप्त कर सकता हूं। It's amazing that জীবন কখন কিভাবে আমাদের অবাক করে দেয় and I'm bb grateful for this opportunity to make tq mn a positive change in my life main is lotaree ko paakar vaastav mein dhanny aur bhagyashalee mahasus kar raha hoon	negative
So whatever you know!	negative
আই রিসেন্টলি স্টার্তেড লার্নিং আ নিউ স্কিল সালসা ডান্সিং অ্যান্ড আই ক্যান্ট টেল ইউ হাউ থ্রিলিং ইট ইজ কৃতিত্বের অনুভূতি সম্পর্কে বিশেষ কিছু রয়েছে যা একটি নতুন skill আয়ত্ত করার সাথে আসে I've always loved গান and নাচ but learning to salsa has taken my passion to whole new level यदि आप एक नया कौशल सीखने पर विचार कर रहे हैं, तो मैं आपको इसके लिए जाने के लिए प्रोत्साहित करता हूँ! इससे कोई फर्क नहीं पड़ता कि यह खाना पकाने जैसा सरल है या नई भाषा सीखने जैसा चुनौतीपूर्ण - आपके ज्ञान और क्षमताओं के विस्तार के लाभ अनगिनत हैं। yahaan naee chunautiyon ka saamana karana, nae kaushal seekhana aur pooree tarah se jeevan jeena hai!	positive
I have not seen Valerian and the City of a Thousand Planets (2017).	neutral
"পাতা নেহি কিউ মেরি ইস প্রজেক্ট বারবার হি খারাপ হো যাতিহে
 
""আমার ব্যক্তিগত প্রকল্পে একটি big ধাক্কার সম্মুখীন হওয়ার পর hopeless বোধ করছি। কিন্তু আমি এখনও হাল ছাড়ছি না।"" জীবন অপ্রত্যাশিত হতে পারে. My project hit a major setback, but I'm using this as an opportunity to strengthen my resilience ""मेरी परियोजना में एक बड़ी बाधा आने के बाद यह एक कठिन सप्ताह रहा है। लेकिन मैं एक समय में एक कदम आगे बढ़ता रहूंगा।"" 
""sotorkota r sathe porikolpona kora sottew o amar prokolpoti akti boro somossay poresilo kintu ami ashabadi royesi abong akti somadhan khojar dike mononibesh korsi"	negative
I am looking for a good comedy like Bill & Ted's Excellent Adventure (1989) or Bill & Ted's Bogus Journey (1991)	positive
I'm looking for a good romantic comedy.  Can you suggest any?	positive
आपके दिन को रोशन करने के लिए अच्छा खाना और अच्छी कंपनी जैसा कुछ नहीं है। आज मेरे पसंदीदा रेस्तरां में एक अद्भुत समय था! Jībanēra sērā jinisagulira madhyē ēkaṭi hala priẏajanadēra sāthē ēkaṭi priẏa rēsṭurēnṭē khābāra upabhōga karā. Ājakēra jan'ya tā'i kr̥tajña I had the most wonderful lunch today - amazing food, দুর্দান্ত পরিষেবা এবং চমত্কার কোম্পানি। পাষানদীদ রেস্তরাঁ মেইন পাষানদীদ ভোজন কে বাৰে মেইন কুছ আইস হ্যায় জ মুঝে হামেশা খুশ আউর সন্তুষ্ট মহাসুস করাটা হয় প্রিয় রেস্তোরাঁয় পরিচিত খাবারের There's nothing quite like the comfort 	positive
ইট'স হির্টব্রেয়াকিং হোয়েন সামওয়ান বে কনসিডারেড আ ক্লোসে ফ্রেন্ড বেতারেস ইওর ট্রাস্ট। ধাক্কা এবং হতাশা অপ্রতিরোধ্য বোধ করতে পারে, আমাদের wonder করে দেয় যে আমরা কীভাবে কারও সম্পর্কে এতটা wrong হতে পারি। It's important to মনে রাখা that their actions প্রতিফলিত on them and not on us, but it's still hard not to take it ব্যক্তিগতভাবে  विश्वासघात हमें आहत, क्रोधित और अकेला महसूस कर सकता है, लेकिन हमें इससे अकेले नहीं गुजरना है। apanee bhaavanaon ko sansaadhit karane ke lie samay nikaalana aur sahaayak mitron aur parivaar tak pahunchana ya jaroorat padane par peshevar madad lena theek hai.	negative
i enjoy action, adventure and superhero.	positive
মেডিকেল চেকআপের পরে স্বাস্থ্যের একটি পরিষ্কার বিল প্রাপ্ত করা huge sense of relief and joy সােহাতমান রেহনা এক বহত বারা আশিরবাদ হে खुद की देखभाल करना और tq हमें जीवन के लिए नए सिरे से सराहना दे सकता है। Knowing that our health is on the right track can bring a feeling of confidence and a sense of freedom, যা আমাদের কোনো স্বাস্থ্য সমস্যার উদ্বেগ ছাড়াই আমাদের লক্ষ্য এবং স্বপ্নগুলিতে ফোকাস করতে cf দেয়। kichu din dhorei saririk somosa te vukchilam mone hocchilo boro kono somossa hoyeche kintu ajk report dear por doctor bollo tmn mb kichu bb na trtri tik hoye jabe bb	negative
I also like comedies such as The Big Lebowski	positive
Homeward Bound: The Incredible Journey (1993) is about 2 dogs and a cat who are separated from their family, and have a long trek back home. It's sad	negative
"আমার সমাপ্ত  painting  দেখে আমার
 মনে হয় যে আমি সত্যিই বিশেষ কিছু সম্পন্ন করেছি। ইস চিত্রাকার মে মেরে ব্যক্তিত্রা খিলকে উঠা হে  अपनी नवीनतम पेंटिंग समाप्त करने के बाद मैं सातवें आसमान पर हूँ! There's something magical about the moment when i complete a painting যা আমাকে গর্বিত বোধ করায় amar aka protita chobi amake onuperito kore r o valo kichu korar jonno"	positive
Sorry. It’s late and my texting is bad	negative
He;s also in that movie	neutral
"Seeing শিশুর মুখে আনন্দ  when they open a present or surprise. उपहार मिलने पर बच्चे के चेहरे पर खुशी और उत्साह देखना जीवन की सबसे बड़ी चीजों में से एक है। টুডে ওয়াস এ গুড ডে. টি হ্যাপিনেস ও আ চাইল্ড'স ফেস হোয়েন থিয় রেসিভড আ সুর্প্রীসে ওয়াস প্রিসেলেস. আজকে আমার সঙ্গীর সাথে কাটানো surprising  দিনটির কথা ভাবলে আমি smile  করিতে পারি না upahaar milane par bachche ke chehare par khushee aur khushee duniya ke sabase khoobasoorat najaaron mein se ek hai.
"	positive
I just saw Logan  (2017) on Netflix. Not bad	negative
জাস্ট মেড আ লিস্ট অফ বেড়ান্ডস এন্ড টাস্কস তো কমপ্লিট থ্রুঘুঁট টি উইক একটি plan থাকা এবং যা করা দরকার তা prioritize দেওয়া সর্বদা helpful From grocery shopping to paying বিল, I'm ready to মোকাবেলা each item on my list one by one.  कभी-कभी यह भारी हो सकता है, लेकिन इसे कदम दर कदम उठाना इसे और अधिक प्रबंधनीय बनाता है। yahaan ek utpaadak aur saphal saptaah hai! 📝🛒💸 #soochee nirmaan #utpaadakata #kaam #kaary #saphalata	neutral
have a good night. bye	positive
have a great day!	positive
Thank you!	neutral
Hi	neutral
📚🔍  ব্যবহারকারী গাইডের সাথেEmbarking on a Journey of Discovery  🚀💡 অভী-অভী এক বিলকুল নেয়া উপকরণ প্রাপ্ত কিয়া হাই, অর অব উপায়োগকর্তা মার্গাদারশিকা মেইন গোটা লাগানে কা সময় হয়!📚🔍✨ जैसे ही मैं पृष्ठों को पलटता हूं, मेरा स्वागत ढेर सारी सूचनाओं और निर्देशों से होता है जो मेरे नए गैजेट की पूरी क्षमता को अनलॉक कर देंगे। . It's like embarking on a journey of discovery, unraveling the intricacies and features এই ডিভাইসটিকে সত্যিই অসাধারণ করে তোলে।. 💡🌟🚀 Ēṭi lukānō dhana unmōcana karāra matō, ēmana baiśiṣṭyaguli ābiṣkāra karāra matō yā āmi haẏatō jāni nā ēbaṁ bujhatē pāri yē kībhābē tārā āmāra sāmagrika abhijñatākē unnata karatē pārē. 💎💡🌟	neutral
I've never seen the original The Shining  (1980) . So many told me it was boring. Is it?	negative
it can be heartwarming, but it has its sad parts	negative
Also Logan  (2017)  wasn't that bad as well	negative
Unrequited love sometimes মনে হয় যেন এক never ending battle. किसी चीज़ (या किसी व्यक्ति) को चाहने से ज्यादा दर्दनाक कुछ भी नहीं है जो आपके पास नहीं हो सकता। দেয়ার নাথিং কোয়াইট অ্যাজ পেইনফুল এস ওয়ান্টিং সামওয়ান ইউ কাউন্ট হ্যাভ এটা মেনে নেওয়া কঠিন যে কেউ same feelings return করে না যেটা আপনি ওর জন্য করেন। ekatarapha pyaar aapako aisa mahasoos kara sakata hai ki aap kaaphee achchhe nahin hain, lekin yah sach nahin hai. asveekaar kie jaane ke baad apanee taakat aur lakshyon par vichaar karane ke lie kuchh samay lena.	negative
I haven't seen a few of those you mentioned.	neutral
That's interesting. Suicide Squad  (2016)  is not bad too but it has Will Smith in it	negative
Hi!	neutral
good morning , i am looking for a good thriller	positive
Yes, Dan Brown movies are great too	positive
Have you seen It  (2017) or The Purge: Election Year (2016) yet?	neutral
"Rain on the ছাদ  is the perfect লুলাবি for a peaceful night's sleep.  छत पर बारिश की आवाज़ में कुछ ऐसा है जो मुझे इतना संतुष्ट और खुश महसूस कराता है। यह जीवन में छोटी चीजें हैं, है ना? টি সাউন্ড অফ রেইন অং টি রুফ ২ টি পারফেক্ট ব্যাকগ্রাউন্ড নয়েস ফর এ লেজি অফটেরনণ. ইট'স স রিলাক্সিং এন্ড সোথিং. বৃষ্টির sound এ  ঘুমিয়ে পড়া প্রকৃতি মাতার কাছে  gently ঘুমিয়ে পড়ার মতো। main hamesha baarish kee raaton mein itanee shaanti se sota hoon, chhat par baarish kee sukhadaayak aavaaj ke lie dhanyavaad. yah ek praakrtik neend sahaayata kee tarah hai.
"	positive
এক অদ্ভুত পেহলি তারিখ থি! সাব কুচ বাস ক্লিক হো গয়া অর হামনে সাথ সাথ ইটনা আচ্ছা সময় বিতায়া আমি এই ধরনের excitement and connection অনুভব করেছি অনেক সময় হয়েছে। Can't wait to see where this goes and get to know this ব্যক্তিকে even more.   कभी-कभी किसी पर चांस लेने से बेहतरीन अनुभव हो सकते हैं। Āṅgula pēriẏē yē ē'i mātra bismaẏakara kichura śuru!	positive
ok like The Expendables  (2010)	positive
ooh, so bad	negative
Just attended some meetings যেখানে we went over কিছু রুটিন updates बस एक बैठक में बैठे जहाँ हमने कुछ नियमित अपडेट पर चर्चा की। यह सबसे दिलचस्प बात नहीं थी, लेकिन सूचित रहना हमेशा अच्छा होता है। জাস্ট হদ্ আ ওয়ার্ক মীটিং ওহেরে বে তালকেড এবাউট সোমে রুটিন উপদাতেস. নোট টি মোস্ট এক্সসাইটিং থিং, বুট ইট ওয়াস এ চান্স তো গেট্ অং টি সংে পেজ. নতুন বছরের নতুন routine update জন্য যেন কত বড় meeting চলছে kaam par ek baithak mein bhaag liya jahaan hamane kuchh niyamit adyatanon par charcha kee. kuchh bhee mahatvapoorn nahin hai, lekin soochit rahana aavashyak tha.	neutral
how about Shaun of the Dead (2004)  of the	neutral
I feel as though I'm not moving forward এবং becoming behind সময়সূচী. मैं अपने प्रोजेक्ट में एक बड़े झटके की निराशा से निपटने के लिए संघर्ष कर रहा हूं। আ মেজর সাত্বক ইন ময় প্রজেক্ট হস্ লেফট মে ফিলিং হোপেলেস এন্ড উন্সুরে অফ হোয়াট তো দ নেক্সট. মনে হচ্ছে আমিরণ করতে expectation বা promise প্রদান করতে সক্ষম নই। main abhibhoot mahasoos kar raha hoon aur apane projekt mein ek bade jhatake ke baad kya karana hai, is baare mein anishchit hoon	negative
You too	neutral
I saw the first one too. That was too scary.	neutral
ব্যবহার ইতনা খুশ দেখাকর মেরা আপনা ক্রিসমাস অর ভি সার্থক হো গয়া। গাছের নিচে উপহার গুলি দেখে যেভাবে তাদের চোখ যেভাবে আলোকিত হয় এবং gift গুলো open করার সময় তারা যেভাবে আনন্দে চিৎকার করে তা magical Watching my ছোট ভাইঝি open her presents yesterday was truly heartwarming  इसने मुझे बचपन के आश्चर्य और मासूमियत के बारे में सोचने पर मजबूर कर दिया और बच्चों के नजरिए से छुट्टियां मनाना कितना खास है। Āmi gata rātē ēkaṭi camatkāra pārṭi hōsṭa karāra parē klā'uḍa nā'ina sṭā'ila karachi! Ēṭā kaṭhina kāja mūlya chila	positive
हस्तलिखित नोट के बारे में कुछ ऐसा है जो दिल को गर्म कर देता है! सुंदर पत्र के लिए धन्यवाद, इसने मेरा दिन बना दिया Mē'ilē ēkaṭi hr̥daẏagrāhī nōṭa pā'ōẏā āpanāra priẏajanēra kācha thēkē āliṅgana pā'ōẏāra matō. Āmāra smaraṇa karāra jan'ya āpanākē dhan'yabāda I just received the sweetest handwritten note and এটি আমাকে প্রিয়জনের সাথে সংযোগ করার জন্য একটি মুহূর্ত নেওয়ার গুরুত্বের কথা মনে করিয়ে দিয়েছে। ek patr likhane ke lie samay nikaalane ka saral kaary mere lie duniya ka matalab hai. aapakee shubhakaamanaon ke lie dhanyavaad একটি চিঠি ছোট মনে হতে পারে, কিন্তু এর প্রভাব বিশাল হতে পারে।Thank you for sending me such a beautiful message.	positive
Also Beverly Hills Cop (1984)  is an older one but still grea	neutral
Thant sounds great!	positive
कार्य बैठक में बैठना, नियमित अपडेट सुनना और नवीनतम विकास के बारे में सूचित रहना। ek kaary baithak mein vyast, ek teem ke roop mein sanrekhit rahane aur aage badhane ke lie niyamit apadet par charcha karana. Participating in a work meeting, দলের মধ্যে কার্যকর যোগাযোগ বজায় রাখার জন্য রুটিন আপডেট বিনিময় করা। কার্রেন্টলি ইন আ ওয়ার্ক মীটিং, ওহেরে রুটিন উপ্যাটেস অরে বিয়িং শেয়ার্ড তো ফস্টার কলাবোরেশন এন্ড প্রোডাক্টিভিটি. একটি কাজের মিটিংয়ে যোগদান যেখানে সহকর্মীরা রুটিন আপডেট প্রদান করছে,ensuring everyone is on the same page	neutral
Hello	neutral
I watched Bright (2017) ?	neutral
I like sci fi and fantasy and romance	positive
I really wanted to see that and forgot it. Thank you so much for your suggestions. Have a great day.	positive
You may like it.	positive
After losing it I learn that ওটাই আমার support এর source ছিল समर्थन या स्थिरता के एक प्रमुख स्रोत को खोने के बाद ऐसा महसूस हो रहा है कि मैं एक चौराहे पर हूं। আই হ্যাভ লস্ট ইট। বাট আই কান্ট স্টপ রাইট নাও। ওকে হারানোর পর আমি যেন free fall এ পড়ে গেছি ওই ছিল আমার source of support samarthan ya sthirata ke ek pramukh srot ko khone ke baad aisa mahasoos ho raha hai ki main pravaah kee sthiti mein hoon	negative
"
🖤 হৃদয় ভেঙে গেছে   Tragic News  শুনে🖤 l আ ট্রাজিক ইভেন্ট ওর ডিসাস্টার ইন টি নিউস ক্যান বরিং এবাউট নেগেটিভ ইমোশনস এন্ড ফিলিংস অফ সদনেস, ফিয়ার, এন্ড হেল্পলেসনেস.  इसे संसाधित करना विशेष रूप से कठिन हो सकता है जब घटना कई लोगों को प्रभावित करती है और जीवन की हानि या व्यापक तबाही का कारण बनती है।  In addition, the constant stream of news coverage and images can be overwhelming and উদ্বেগ এবং হতাশার অনুভূতির দিকে পরিচালিত করতে পারে। tanaavapoorn samay ke dauraan khabaron se door rahana aur aatm-dekhabhaal karana mahatvapoorn hai."	negative
I am looking for good horror movies.	positive
The Sandlot (1993)	neutral
bye	neutral
I know, so sad	negative
बस काम करने के लिए ट्रेन में चढ़ गया। सोशल मीडिया के माध्यम से आराम करने और स्क्रॉल करने का समय Ṭrēnē karē bimānabandarēra pathē. Āmāra bhramaṇēra jan'ya uttējita Public transportation may not be the most glamorous,তবে এটি কাজটি সম্পন্ন করে। ট্রেন মেইন কাম কারণে কে লিএ মেরে আভাগমান পর এক যাচ্ছে কিতাব কা আনন্দ যে রাহে হাই আজ বাসে উঠছি, hoping for no delays.	neutral
एक तटस्थ दृष्टिकोण से आकर्षक विषय की पड़ताल करने वाले पॉडकास्ट एपिसोड का आनंद ले रहे हैं। Ēkaṭi nirapēkṣa-thimayukta paḍakāsṭēra mādhyamē anuprēraṇā ēbaṁ natuna dr̥ṣṭibhaṅgi khōm̐jā. Immersing myself in a podcast episode যা বিভিন্ন বিষয়ে সুষম অন্তর্দৃষ্টি প্রদান করে। এক পডকাস্ট পর্ব মে তালেন করণ জো এক ততস্থ বিষয় পার বিভিন্ন দৃষ্টিকোণ প্রস্তুত করতা হ্যায় একটি চিন্তা-উদ্দীপক রেডিও শোতে জড়িত expanding my knowledge on a neutral subject.	neutral
फैसला पूरी तरह अन्यायपूर्ण था। मैं बहुत पराजित महसूस कर रहा हूँ। mere dvaara pesh kie gae sabhee sabooton ke baad, mujhe laga ki mere paas ek majaboot maamala hai. yah vinaashakaaree hai. This is not the outcome I was hoping for. এ থেকে এগিয়ে যাওয়া কঠিন হবে। আই আই কান্ট বিলিভ দা কোর্ট রুলড এগেনসট মি। আমি আইনি ব্যবস্থায় বিশ্বাস করতাম, but now I feel let down and helpless	negative
"মুজে বহুত দুঃখ হউয়া ইয়ে শুঁকে কি কোই মেরি বারিমে গলায় আফ্যা ফেক রহে হে
 ""এটি দুর্ভাগ্যজনক যখন লোকেরা rumor এবং lie ছড়ায়, তবে আমি এটির উপরে উঠতে পছন্দ করি।"" ""I won't let the words of others bring me down.আমি আমার সত্য জানি  and that's all that matters.""
 ""यह निराशाजनक है जब लोग अफवाहें और झूठ फैलाना चुनते हैं, लेकिन मुझे सच्चाई पता है।"" ""ami onner netibachok kotha amake niche namate debo na .ami amar sotto jani"	negative
Die Hard 2 (1990) was also very good	positive
it was really good.	positive
No i have not seen most of them but i will love to see them soon. Thanks so much	positive
Paul Blart: Mall Cop (2009) ?	neutral
Me and my neighbours all  মনে করে  like the weather is getting খারাপ आज का मौसम एक अच्छी किताब में रहने और पढ़ने के लिए एकदम सही है - मुझे ऐसे दिन बहुत पसंद हैं! 📖🌧️ Observing the way the artist used different techniques to create texture in this piece. আপা আর আমি today weather নিয়ে অনেক পল্প করলাম jab aap ek ajeeb sthiti mein hon to mausam par charcha karana baatacheet shuroo karane ka ek aasaan tareeka hai. 🤝🌦	neutral
I have already seen Monster-in-Law (2005) and really liked it.	positive
"একটি শিশুর মুখে pure এবং unbridled 
আনন্দ দেখার মত কিছু নেই যখন তারা একটি gift পায় যার জন্য তারা আশা করেছিল। ইটস রিমাইন্ডার অফ দ্যা 
সিম্পল প্লেসারস ইন লাইফ এন্ড দ্যা ইম্পর্ট্যান্ট অফ গিভিং টু আদার্স। उस पल में शुद्ध मासूमियत और खुशी अविस्मरणीय है। whether  surprise  gift  ছোট  বা বড় হোকনা কেন   , the joy it brings to a child is truly magical and heartwarming. yah inshan ko shaanti deta hai aur
 dhusroko kuch  dene main  sakun he yeeh yaad dilaata hai."	positive
প্রদয়োগিকি কখনো-কভী ইতানি নিরাশাজনক হো শক্তি হ্যায়। মেরা দিভাইস খারাব হো রাহা হ্যায় অর আইসা লাগাতা হ্যায় কি সব কুছ গালাত হো রাহা হ্যায় আমি কোন কাজ করতে পারছি না, আমি important messages মিস করছি, এবং আমি মনে করতে শুরু করছি যে I'm losing my mind It's so irritating to know that something as simple as a technical glitch can সম্পূর্ণভাবে লাইনচ্যুত my day.  मैं वास्तव में अभिभूत और तनावग्रस्त महसूस कर रहा हूं, और मैं चाहता हूं कि चीजें फिर से ठीक से काम करना शुरू कर दें। Ēṭi āścaryajanaka yē āmarā prayuktira upara kataṭā nirbharaśīla haẏēchi, ēbaṁ yakhana ēṭi kāja karachē nā takhana ēṭi āmādēra kataṭā asahāẏa bōdha karatē pārē.	negative
Very sad in the beginning	negative
"সন্তানের প্রথম কথা বলতে শোনার 
অনুভূতির মতো কিছুই নেই,especially when they say ""মা"" for the first time. ইটস এ মোমেন্ট  দ্যাট  ফিলস
 মি উইথ ওভেরউলমিং জয় এন্ড প্রাইড।  उसके छोटे से मुंह को देखना और उसकी मीठी आवाज सुनना एक ऐसी याद है जो हमेशा मेरे साथ रहेगी। I felt my heart fill with love as আমি 
প্রথমবারের মতো আমার ছোট্টটির মিষ্টি কন্ঠ শুনেছি yah aise shan hain jo 
maata-pita hone ko vaastav mein vishesh banaate hain."	positive
লোভিং সামওয়ান ওহ ডেসন'ত লোভে ইউ ব্যাক ইস ওয়ান অফ টিটি মোস্টইনফুল এক্স পেয়েন্সেস পারসন ক্যান এন্ডুরে। মনে হচ্ছে আমার হৃদয় আমার ripped out of my chest হয়েছে এবং আঘাত করা হয়েছে।  No matter how hard I try, I can't seem to shake these feelings of আকাঙ্ক্ষা এবং দুঃখের मुझे पता है कि मैं किसी ऐसे व्यक्ति के लायक हूं जो मेरी भावनाओं को दोहराता है, लेकिन जो हो सकता था उसे जाने देना मुश्किल है। yah dard asahaneey hai, lekin mujhe vishvaas hai ki ek din mujhe koee aisa milega jo mujhase utana hee pyaar karata hai jitana main unase karata hoon.	negative
Of course i have heard a lot of good things about it and it sounds like it is fun	positive
"কিত্না ভি কোশিশ কারলো মুঝে নক্রি মিলতা হি নেহি।
 
""আমার future ক্যারিয়ারের সম্ভাবনা নিয়ে উদ্বিগ্ন feel করছি।"" Feeling frustrated with the lack of responses fromসম্ভাব্য নিয়োগকর্তাদের ""संभावित नियोक्ताओं से प्रतिक्रियाओं की कमी से निराश महसूस करना।"" ""chakri onusondhan prokriya dara obhivhuto bodh"""	negative
Also The Great Gatsby  (2013) and yes The Lucky One  (2012)  is a Nicholas Sparks movie also	neutral
same! It scary and people say they are really bad not just cause of the movie but i dont want to find out.	negative
It was sad that many US soldiers died and did not make it back alive.	negative
আপনি চলমান প্রকল্প সম্পর্কে সহকর্মীদের কাছ থেকে update শুনে একটি কাজের meeting  বসেন। দা ডিসকাশন ইজ রুটিন এন্ড ইউ আর নট পার্টিকুলারলি ইনভেস্টেড ইন দ্য আউটকামস बैठक सुचारू रूप से आगे बढ़ती है, और हर कोई अगले चरणों के बारे में सहमत होता है। You take notes and offer input when asked, কিন্তু সামগ্রিকভাবে, you feel a sense of detachment from the conversation. jaise hee yah samaapt hota hai, aap apana saamaan ikattha karate hain aur apane desk par vaapas jaate hain, anubhav ke baare mein tatasth mahasoos karate hain.	neutral
Happy Holidays!	positive
No I've never seen it and it sounds boring.	negative
Freddy vs. Jason (2003) was OK	neutral
Yes I actually have. It really wasn't terrible. Nothing to write home about, but worth the watch.	negative
Or would you prefer something newer like La La Land  (2016) ?	positive
"ইটস অফিসিয়াল ড্রিমস রিয়েলি ডু কাম 
ট্রু, আই জাস্ট ফোন এ সিগনিফিকেন্ট 
অ্যামাউন্ট অফ মানি ইন দিস লটারি 🎰 আগে শুধু সিনেমাতেই দেখতাম people won lottery
 but today, in real আমারও লটারি লেগেছে। I am beyond grateful for this incredible 
stroke of luck, যা আমাকে আরও আরামদায়ক জীবনযাপন করতে  দেবে  and fulfill my aspirations. इस वित्तीय अप्रत्याशित लाभ के साथ, मैं अंत में सपनों की छुट्टी ले सकता हूं, कर्ज चुका सकता हूं और अपने भविष्य में निवेश कर सकता हूं। aage aane vaalee antaheen sambhaavanaon 
ke lie avishvasaneey roop se dhany aur
utsaahit mahasoos kar raha hoon!"	positive
I liked the Charlie and the Chocolate Factory  (2005)  but it has been a long time since I have watched it.	positive
I'm looking for an animated movie for young girls, something along the lines of The Princess and the Frog	neutral
Are any of them sad cause I don't do well with sad.	negative
Ahh nice	neutral
Paul Blart: Mall Cop 2 (2015) was awful....	negative
It Comes at Night (2017) wasn't bad either	negative
I feel like আমি work র এর সাথে catch-up খেলছি and it's effecting my mental health.😭😭 काम और निजी जीवन के बीच संतुलन की कमी के कारण मेरे लिए किसी भी चीज का आनंद लेना मुश्किल हो रहा है। টি প্রেসার তো শুকসাইড এত ওয়ার্ক ইস লিডিং তো যান উঁহেলথি ওয়ার্ক-লাইফ আমার জীবনে যেনো work ই সব জায়গা নিচ্ছে। আমি এখন struggle করছি অন্য meaning খোঁজার mujhe lagata hai ki main hamesha ghadee par kaam kar raha hoon, tab bhee jab main shaareerik roop se kaam par nahin hoon.	negative
Welcome	neutral
I was moved by A Monster Calls  (2016) , but it was rather sad	negative
